id,region,namespace,metric,dimensions,stat,period_seconds,status,total,max,p95,peak_per_minute,p95_per_minute,observed_points,expected_intervals,missing_intervals
mc0eff365cf576ec3a7078b1a,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.anthropic.claude-opus-5-5""}]",Sum,60,no_data,,,,,,0,20159,20159
m39d08d529923548217eaaccc,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.anthropic.claude-sonnet-4-20250514-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m5d05a0df9dc689299db5be45,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.anthropic.claude-sonnet-4-6""}]",Sum,60,no_data,,,,,,0,20159,20159
m4ab8231a932e1892cd334b6d,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.anthropic.claude-sonnet-5""}]",Sum,60,no_data,,,,,,0,20159,20159
m52d768f2d66d270f6722ec32,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.cohere.embed-v4:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m8997059a3c348faa4243e1de,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.moonshotai.kimi-k3""}]",Sum,60,no_data,,,,,,0,20159,20159
me3097e9a62959c42aa6a9908,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-5.4""}]",Sum,60,no_data,,,,,,0,20159,20159
m076c9dc075b7f1e9bd35b5a1,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-5.5""}]",Sum,60,no_data,,,,,,0,20159,20159
mec2d1ce2df6122b4b5c1944b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-5.6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
mcd46469103d5d6cb16a7ce35,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-5.6-terra""}]",Sum,60,no_data,,,,,,0,20159,20159
m90ba9e497ef222d554e5fbd9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
mfa7bbaf3bc9c038588481508,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.openai.gpt-6-sol""}]",Sum,60,no_data,,,,,,0,20159,20159
mf2b62ca17bdc6b95481b7506,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.twelvelabs.pegasus-1-2-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m39d69ca646ccd4fcacfe7046,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""global.xai.grok-4.6""}]",Sum,60,no_data,,,,,,0,20159,20159
m623d17771454ba846e386b26,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""google.gemma-3-12b-it""}]",Sum,60,no_data,,,,,,0,20159,20159
md796d131c43d978c46b0a6fa,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""google.gemma-3-27b-it""}]",Sum,60,no_data,,,,,,0,20159,20159
m56509295a7c7f2b786306de5,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""google.gemma-3-4b-it""}]",Sum,60,no_data,,,,,,0,20159,20159
mc931fc7c78d00b8550a31da3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama3-1-70b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m3bd7b7869cd2a25e4b33a30a,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama3-1-8b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mfab833d6ed04f50d7ca20b68,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama3-3-70b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m9e2362576fa8696a41a96c66,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama3-70b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mae6a7fb563fba73b93ef82cd,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama3-8b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mbafd781938b76d00d6d013fb,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama4-maverick-17b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m16dbd8f346eed82bd3020afe,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""meta.llama4-scout-17b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m4536b8092d485c4185c76164,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""minimax.minimax-m2""}]",Sum,60,no_data,,,,,,0,20159,20159
mdbf0f545943535bc3f0e0f97,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""minimax.minimax-m2.1""}]",Sum,60,no_data,,,,,,0,20159,20159
m76678f6c3e0fdc6c85cd9f51,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""minimax.minimax-m2.5""}]",Sum,60,no_data,,,,,,0,20159,20159
mdecf3ba106a75aab1a0555a8,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.devstral-2-123b""}]",Sum,60,no_data,,,,,,0,20159,20159
mbf5e74cbbf31aedec4bb3b0a,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.magistral-small-2509""}]",Sum,60,no_data,,,,,,0,20159,20159
m30bb46626548e67b91cb39c5,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.ministral-3-14b-instruct""}]",Sum,60,no_data,,,,,,0,20159,20159
mf0048ae0bb6efb53666e51b4,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.ministral-3-3b-instruct""}]",Sum,60,no_data,,,,,,0,20159,20159
m01ca0ced484dd6f06bebc8f9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.ministral-3-8b-instruct""}]",Sum,60,no_data,,,,,,0,20159,20159
m92f07ff3431fff510e6551d6,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.mistral-7b-instruct-v0:2""}]",Sum,60,no_data,,,,,,0,20159,20159
m259a4407bdceb0c852316155,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.mistral-large-2402-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mf5b8ae950b80bc2aef4ca7b4,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.mistral-large-3-675b-instruct""}]",Sum,60,no_data,,,,,,0,20159,20159
m81deae83842b22d12e2f374b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.mistral-small-2402-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mb896893d0fded3bddd328a1c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.mixtral-8x7b-instruct-v0:1""}]",Sum,60,no_data,,,,,,0,20159,20159
m2c346c80693558e8dee9146c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.pixtral-large-2502-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m4ad0390d738669d9a526731e,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.voxtral-mini-3b-2507""}]",Sum,60,no_data,,,,,,0,20159,20159
m106df6a5d90b94a49d1eb4a2,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""mistral.voxtral-small-24b-2507""}]",Sum,60,no_data,,,,,,0,20159,20159
mb24f6ab733cde24d7c9068cc,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""moonshot.kimi-k2-thinking""}]",Sum,60,no_data,,,,,,0,20159,20159
mb369f3f110aaf0241d593de2,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""moonshotai.kimi-k2.5""}]",Sum,60,no_data,,,,,,0,20159,20159
mddca4b0fb28145c0336c2c88,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""moonshotai.kimi-k3""}]",Sum,60,no_data,,,,,,0,20159,20159
m4b06a59d43489dac15be920e,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""nvidia.nemotron-nano-12b-v2""}]",Sum,60,no_data,,,,,,0,20159,20159
m3b0857c43145ed92899d17d6,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""nvidia.nemotron-nano-3-30b""}]",Sum,60,no_data,,,,,,0,20159,20159
mfad42e7fd2c8522b6c930f48,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""nvidia.nemotron-nano-9b-v2""}]",Sum,60,no_data,,,,,,0,20159,20159
mbfeaf19234a02eda9a37326b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""nvidia.nemotron-super-3-120b""}]",Sum,60,no_data,,,,,,0,20159,20159
m9cfd241add8529a8e99cb7c6,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-5.4""}]",Sum,60,no_data,,,,,,0,20159,20159
mec55a0cb5e3788e731e47c3c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-5.5""}]",Sum,60,no_data,,,,,,0,20159,20159
m06dd271671e716e306df4163,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-5.6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
m3b0ec18170c83ea9f2e74a3b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-5.6-terra""}]",Sum,60,no_data,,,,,,0,20159,20159
md43e551c78abdf38d744b105,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
ma67ef548f0d58ad8a58a2a63,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-6-sol""}]",Sum,60,no_data,,,,,,0,20159,20159
mb5d7a182eb52cac3e166cdeb,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-oss-120b-1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m95c3d380898ce120af419003,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-oss-20b-1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m804849c5f9032ca8b14118a9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-oss-safeguard-120b""}]",Sum,60,no_data,,,,,,0,20159,20159
maea116ec31379f50008a3af3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""openai.gpt-oss-safeguard-20b""}]",Sum,60,no_data,,,,,,0,20159,20159
mf3db1f15441fd797e46b5337,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""qwen.qwen3-32b-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m75ae59e306de1f78d81b2e46,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""qwen.qwen3-coder-30b-a3b-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
ma22ec9613dfbddc727e87e74,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""qwen.qwen3-coder-next""}]",Sum,60,no_data,,,,,,0,20159,20159
mfbabdafdbc24dc47f92f829c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""qwen.qwen3-next-80b-a3b""}]",Sum,60,no_data,,,,,,0,20159,20159
md51a8b2ef83049dd0bba01a4,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""qwen.qwen3-vl-235b-a22b""}]",Sum,60,no_data,,,,,,0,20159,20159
mf55f079c31e7381e7fc6871d,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-conservative-upscale-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m2d65d36b6a5fe575df8f1f0b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-creative-upscale-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mc3460b6feab53e3f66f50a97,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-control-sketch-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m0340a229c5ae01cca6c5e215,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-control-structure-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
md1d8a5f31e1edcfd2f545d8d,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-erase-object-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m59640202f4337d63cd3eadec,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-inpaint-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
md9d1d653e3fff67055c351e3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-remove-background-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m9957dbebceae7fdc73fe5e3e,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-search-recolor-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m40f10f20bac29363b609852f,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-search-replace-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mc603b2ed9acbddd6277ef248,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-image-style-guide-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m4b646e7b5a22bafb312281c6,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-outpaint-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
me1b49c40b5475501d9df61d0,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""stability.stable-style-transfer-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m97be91dd835342418efa6fb9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""twelvelabs.marengo-embed-2-7-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m1755c914cf4fe0b9ee1f2891,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""twelvelabs.marengo-embed-3-0-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m322f7b8ed41cffb6ab276653,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""twelvelabs.pegasus-1-2-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m688c893e8893abeb1c814dbd,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.amazon.nova-2-lite-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
me9ebcf6646fe71ed94a387b3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.amazon.nova-lite-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mb208d8cae4d2ea4ca4ee52c3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.amazon.nova-micro-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m93cd1a179c842f7f9b6b6f9c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.amazon.nova-premier-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m00a5f538bff85f6e63ec9964,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.amazon.nova-pro-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
me8192d54012dac8921dc4291,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-3-haiku-20240307-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
me7eb6e725cf1a706d107c63a,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-3-sonnet-20240229-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
md3c6475af9dbceb2bb7520bf,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-fable-5""}]",Sum,60,no_data,,,,,,0,20159,20159
m646a8c5b0517ab3b301aa350,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-fable-5-1""}]",Sum,60,no_data,,,,,,0,20159,20159
m944c5586855b0800b53f5923,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-4-1-20250805-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m5866867a5ebaa28f134302b1,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-4-5-20251101-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m582b40fa72873d96c2f4ea51,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-4-6-v1""}]",Sum,60,no_data,,,,,,0,20159,20159
m6c14f05af2b6fe763f1d97e8,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-4-8""}]",Sum,60,no_data,,,,,,0,20159,20159
md25fa0452fd003e5b3028cf4,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-5""}]",Sum,60,no_data,,,,,,0,20159,20159
m43865cc069a5f4bc836b5d09,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-opus-5-5""}]",Sum,60,no_data,,,,,,0,20159,20159
m51114e21f36fe6272941512e,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-sonnet-4-20250514-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mf87f971694b1765adf4bb185,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-sonnet-4-6""}]",Sum,60,no_data,,,,,,0,20159,20159
m225b81aeecc7197079186b83,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.anthropic.claude-sonnet-5""}]",Sum,60,no_data,,,,,,0,20159,20159
me1ce3b47eef41e7b700296cd,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.cohere.embed-v4:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m357020449b27ae1a50ae0a52,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.deepseek.r1-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m8fb3bc20b5732de55e3e9ee1,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-1-70b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m84a37d818e21c7f0f9c23d2d,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-1-8b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mf7c9e85213484e6a94a718b8,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-2-11b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
md93aaf07796afd3839d82804,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-2-1b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mf897b8666597c7cf0805bbc3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-2-3b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mbb7195fc0cd2bff5bc249c45,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-2-90b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m73389223ec5c775bf0d8adf4,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama3-3-70b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mdaab733cf701b3da109ae36f,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama4-maverick-17b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m61932eddb88c288c1fafdf24,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.meta.llama4-scout-17b-instruct-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
md8d3d8be04839f9bd719f103,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.mistral.pixtral-large-2502-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m402c3bdc94086cecc713342b,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.moonshotai.kimi-k3""}]",Sum,60,no_data,,,,,,0,20159,20159
m1f05fcee1b8cd4350c8036e0,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-5.4""}]",Sum,60,no_data,,,,,,0,20159,20159
ma1daff3db0e5dafaefa138ea,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-5.5""}]",Sum,60,no_data,,,,,,0,20159,20159
ma6f4248b066b2058034a49b9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-5.6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
mee8897c6e2d68277d035adec,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-5.6-sol""}]",Sum,60,no_data,,,,,,0,20159,20159
m7ab04f1a83fdbe23cf87a5e7,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-5.6-terra""}]",Sum,60,no_data,,,,,,0,20159,20159
m73fcacf09ea19488e88b605f,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-6-astra""}]",Sum,60,no_data,,,,,,0,20159,20159
m1f6697130d0f1fad5005a145,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-6-luna""}]",Sum,60,no_data,,,,,,0,20159,20159
md1780a18f4e9da16ea7bfc3c,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.openai.gpt-6-sol""}]",Sum,60,no_data,,,,,,0,20159,20159
mc4db1338504bec15b76c6690,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-conservative-upscale-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mb8172f1b87f578704b3674bf,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-creative-upscale-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m6900a13f31137b4df8c511be,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-control-sketch-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m826f804638b2171d4f9a6068,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-control-structure-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m04af12586577d7a609e0a5c9,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-erase-object-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
mde25688b9cc475b0020951e7,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-inpaint-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m0373b376f8b8649fe8c8bbb3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-remove-background-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m72ef4fc9562f5665b64b89de,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-search-recolor-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m352aa96d238f2cbbdb91e0f5,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-search-replace-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m68eb99807bcfec6af6c125c3,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-image-style-guide-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m0b83142c0603986369ab69cf,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-outpaint-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m9db0dd945423687008aa276a,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.stability.stable-style-transfer-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m1e462a90862790bf9c5fab0d,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.twelvelabs.marengo-embed-2-7-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
ma389a6c661f155fa3270cb47,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.twelvelabs.marengo-embed-3-0-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m3ba284685847ec36f3c675e8,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.twelvelabs.pegasus-1-2-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m1736fdca83bf95b80b61be49,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.writer.palmyra-x4-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m88fd7e9dc0d1d48679246fb1,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.writer.palmyra-x5-v1:0""}]",Sum,60,no_data,,,,,,0,20159,20159
m57d53dfccc472b96af28f970,us-east-1,AWS/Bedrock,Invocations,"[{""Name"":""ModelId"",""Value"":""us.xai.grok-4.6""}]",Sum,60,no_data,,,,,,0,20159,20159
