region,inferenceProfileId,inferenceProfileName,inferenceProfileArn,type,status,models
us-east-1,us.amazon.nova-lite-v1:0,US Nova Lite,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.amazon.nova-lite-v1:0,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/amazon.nova-lite-v1:0""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/amazon.nova-lite-v1:0""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/amazon.nova-lite-v1:0""}]"
us-east-1,us.anthropic.claude-opus-4-8,US Anthropic Claude Opus 4.8,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-opus-4-8,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-4-8""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-opus-4-8""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-opus-4-8""}]"
us-east-1,us.amazon.nova-2-lite-v1:0,US Amazon Nova 2 Lite,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.amazon.nova-2-lite-v1:0,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/amazon.nova-2-lite-v1:0""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/amazon.nova-2-lite-v1:0""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/amazon.nova-2-lite-v1:0""}]"
us-east-1,us.anthropic.claude-fable-5,US Anthropic Claude Fable 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-fable-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-fable-5""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-fable-5""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-fable-5""}]"
us-east-1,global.anthropic.claude-fable-5,Global Anthropic Claude Fable 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-fable-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-fable-5""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-fable-5""}]"
us-east-1,us.anthropic.claude-sonnet-5,US Anthropic Claude Sonnet 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-sonnet-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-sonnet-5""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-sonnet-5""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-sonnet-5""}]"
us-east-1,us.amazon.nova-pro-v1:0,US Nova Pro,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.amazon.nova-pro-v1:0,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/amazon.nova-pro-v1:0""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/amazon.nova-pro-v1:0""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/amazon.nova-pro-v1:0""}]"
us-east-1,us.anthropic.claude-opus-5,US Anthropic Claude Opus 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-opus-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-5""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-opus-5""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-opus-5""}]"
us-east-1,us.openai.gpt-5.6-terra,US OpenAI GPT-5.6 Terra,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-5.6-terra,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-terra""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-5.6-terra""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-5.6-terra""}]"
us-east-1,global.openai.gpt-5.6-terra,Global OpenAI GPT-5.6 Terra,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-5.6-terra,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-5.6-terra""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-terra""}]"
us-east-1,us.openai.gpt-5.6-luna,US OpenAI GPT-5.6 Luna,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-5.6-luna,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-luna""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-5.6-luna""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-5.6-luna""}]"
us-east-1,global.openai.gpt-5.6-luna,Global OpenAI GPT-5.6 Luna,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-5.6-luna,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-5.6-luna""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-luna""}]"
us-east-1,us.openai.gpt-5.6-sol,US OpenAI GPT-5.6 Sol,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-5.6-sol,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-sol""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-5.6-sol""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-5.6-sol""}]"
us-east-1,global.openai.gpt-5.6-sol,Global OpenAI GPT-5.6 Sol,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-5.6-sol,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-5.6-sol""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.6-sol""}]"
us-east-1,us.xai.grok-4.6,US xAI Grok 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.xai.grok-4.6,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/xai.grok-4.6""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/xai.grok-4.6""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/xai.grok-4.6""}]"
us-east-1,global.xai.grok-4.6,Global xAI Grok 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.xai.grok-4.6,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/xai.grok-4.6""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/xai.grok-4.6""}]"
us-east-1,global.anthropic.claude-haiku-4-5-20251001-v1:0,Global Anthropic Claude Haiku 4.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-haiku-4-5-20251001-v1:0,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-haiku-4-5-20251001-v1:0""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-haiku-4-5-20251001-v1:0""}]"
us-east-1,us.anthropic.claude-opus-4-6-v1,US Anthropic Claude Opus 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-opus-4-6-v1,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-4-6-v1""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-opus-4-6-v1""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-opus-4-6-v1""}]"
us-east-1,global.anthropic.claude-opus-4-6-v1,Global Anthropic Claude Opus 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-opus-4-6-v1,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-opus-4-6-v1""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-4-6-v1""}]"
us-east-1,us.anthropic.claude-fable-5-1,US Anthropic Claude Fable 5.1,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-fable-5-1,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-fable-5-1""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-fable-5-1""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-fable-5-1""}]"
us-east-1,global.anthropic.claude-fable-5-1,Global Anthropic Claude Fable 5.1,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-fable-5-1,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-fable-5-1""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-fable-5-1""}]"
us-east-1,global.anthropic.claude-sonnet-4-6,Global Anthropic Claude Sonnet 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-sonnet-4-6,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-sonnet-4-6""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-sonnet-4-6""}]"
us-east-1,us.openai.gpt-6-astra,US OpenAI GPT-6 Astra,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-6-astra,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-astra""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-6-astra""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-6-astra""}]"
us-east-1,global.openai.gpt-6-astra,Global OpenAI GPT-6 Astra,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-6-astra,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-6-astra""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-astra""}]"
us-east-1,global.moonshotai.kimi-k3,Global Moonshot AI Kimi K3,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.moonshotai.kimi-k3,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/moonshotai.kimi-k3""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/moonshotai.kimi-k3""}]"
us-east-1,us.moonshotai.kimi-k3,US Moonshot AI Kimi K3,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.moonshotai.kimi-k3,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/moonshotai.kimi-k3""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/moonshotai.kimi-k3""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/moonshotai.kimi-k3""}]"
us-east-1,global.openai.gpt-6-sol,Global OpenAI GPT-6 Sol,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-6-sol,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-6-sol""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-sol""}]"
us-east-1,global.openai.gpt-6-luna,Global OpenAI GPT-6 Luna,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-6-luna,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-6-luna""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-luna""}]"
us-east-1,us.anthropic.claude-sonnet-4-6,US Anthropic Claude Sonnet 4.6,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-sonnet-4-6,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-sonnet-4-6""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-sonnet-4-6""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-sonnet-4-6""}]"
us-east-1,us.anthropic.claude-opus-5-5,US Anthropic Claude Opus 5.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-opus-5-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-5-5""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-opus-5-5""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-opus-5-5""}]"
us-east-1,global.anthropic.claude-opus-5-5,Global Anthropic Claude Opus 5.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-opus-5-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-opus-5-5""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-5-5""}]"
us-east-1,us.openai.gpt-6-luna,US OpenAI GPT-6 Luna,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-6-luna,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-luna""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-6-luna""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-6-luna""}]"
us-east-1,us.openai.gpt-6-sol,US OpenAI GPT-6 Sol,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-6-sol,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-6-sol""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-6-sol""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-6-sol""}]"
us-east-1,us.anthropic.claude-haiku-4-5-20251001-v1:0,US Anthropic Claude Haiku 4.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.anthropic.claude-haiku-4-5-20251001-v1:0,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-haiku-4-5-20251001-v1:0""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/anthropic.claude-haiku-4-5-20251001-v1:0""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/anthropic.claude-haiku-4-5-20251001-v1:0""}]"
us-east-1,us.openai.gpt-5.4,US OpenAI GPT 5.4,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-5.4,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.4""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-5.4""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-5.4""}]"
us-east-1,global.openai.gpt-5.4,Global OpenAI GPT 5.4,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-5.4,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-5.4""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.4""}]"
us-east-1,us.openai.gpt-5.5,US OpenAI GPT 5.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/us.openai.gpt-5.5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.5""},{""modelArn"":""arn:aws:bedrock:us-east-2::foundation-model/openai.gpt-5.5""},{""modelArn"":""arn:aws:bedrock:us-west-2::foundation-model/openai.gpt-5.5""}]"
us-east-1,global.openai.gpt-5.5,Global OpenAI GPT 5.5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.openai.gpt-5.5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/openai.gpt-5.5""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/openai.gpt-5.5""}]"
us-east-1,global.anthropic.claude-opus-5,Global Anthropic Claude Opus 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-opus-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-opus-5""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-5""}]"
us-east-1,global.anthropic.claude-opus-4-8,Global Anthropic Claude Opus 4.8,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-opus-4-8,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-opus-4-8""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-4-8""}]"
us-east-1,global.anthropic.claude-sonnet-5,Global Anthropic Claude Sonnet 5,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-sonnet-5,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-sonnet-5""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-sonnet-5""}]"
us-east-1,global.anthropic.claude-opus-4-7,Global Anthropic Claude Opus 4.7,arn:aws:bedrock:us-east-1:496714466045:inference-profile/global.anthropic.claude-opus-4-7,SYSTEM_DEFINED,ACTIVE,"[{""modelArn"":""arn:aws:bedrock:::foundation-model/anthropic.claude-opus-4-7""},{""modelArn"":""arn:aws:bedrock:us-east-1::foundation-model/anthropic.claude-opus-4-7""}]"
